Date,Price,Open,High,Low,Vol.,Change %
7/18/2022,76.99,77.57,78.07,76.88,5.76M,-0.52%
7/15/2022,77.39,76.41,77.41,76.23,5.73M,1.51%
7/14/2022,76.24,75.65,76.44,75.38,3.25M,0.37%
7/13/2022,75.96,76.06,76.55,75.79,4.95M,-0.76%
7/12/2022,76.54,77.9,78.21,76.4,6.60M,-1.61%
7/11/2022,77.79,77.92,78.38,77.61,3.05M,-0.44%
7/8/2022,78.13,78.15,78.81,77.86,4.16M,-0.61%
7/7/2022,78.61,78.24,78.72,77.61,4.36M,0.31%
7/6/2022,78.37,78.57,78.86,78.1,3.11M,-0.63%
7/5/2022,78.87,78.55,79,77.79,5.15M,0.38%
7/1/2022,78.57,77.97,78.68,77.7,4.21M,0.91%
6/30/2022,77.86,77.6,78.11,77.19,4.20M,-0.13%
6/29/2022,77.96,77.35,78.15,77.18,4.53M,1.04%
6/28/2022,77.16,78.1,78.24,76.94,4.22M,-1.09%
6/27/2022,78.01,77.63,78.32,77.34,5.84M,0.09%
6/24/2022,77.94,76.78,78.03,76.57,6.54M,1.90%
6/23/2022,76.49,76.3,76.67,75.77,3.61M,1.04%
6/22/2022,75.7,75.5,76.25,75.5,4.18M,-0.46%
6/21/2022,76.05,75.11,76.31,75.1,6.81M,1.79%
6/17/2022,74.71,74,75.27,73.72,9.41M,1.06%
6/16/2022,73.93,75,75.4,73.71,7.50M,-1.88%
6/15/2022,75.35,75.13,75.91,74.47,5.68M,0.95%
6/14/2022,74.64,75.25,75.4,74.24,3.85M,-0.16%
6/13/2022,74.76,75.93,76.01,74.72,5.92M,-2.25%
6/10/2022,76.48,76.5,77.02,76.05,3.82M,-0.39%
6/9/2022,76.78,77.51,77.69,76.62,4.30M,-1.09%
6/8/2022,77.63,77.94,78.15,77.47,2.46M,-0.51%
6/7/2022,78.03,77.63,78.1,77.53,2.19M,0.31%
6/6/2022,77.79,78.2,78.51,77.72,3.47M,-0.13%
6/3/2022,77.89,77.84,78.11,77.66,2.64M,-0.43%
6/2/2022,78.23,77.5,78.29,77.33,3.41M,1.06%
6/1/2022,77.41,78.05,78.21,77.04,4.17M,-0.60%
5/31/2022,77.88,77.88,78.83,77.36,11.77M,-0.41%
5/27/2022,78.2,78.21,78.64,77.93,3.55M,0.27%
5/26/2022,77.99,77.59,78.12,77.36,4.49M,0.36%
5/25/2022,77.71,77.07,77.77,77,3.47M,0.88%
5/24/2022,77.03,77.07,77.33,76.4,4.91M,-0.22%
5/23/2022,77.2,77.94,78.15,77.1,4.13M,-0.26%
5/20/2022,77.4,78.06,78.21,77.01,4.90M,-0.44%
5/19/2022,77.74,77.92,78.29,77.41,4.84M,-0.23%
5/18/2022,77.92,78.53,78.62,77.79,3.92M,-0.79%
5/17/2022,78.54,78.5,78.57,78,4.09M,0.69%
5/16/2022,78,77.48,78.03,77.38,3.48M,0.33%
5/13/2022,77.74,77.43,78.32,77.34,4.68M,0.47%
5/12/2022,77.38,76.88,77.87,76.5,5.11M,-0.12%
5/11/2022,77.47,76.68,78.14,76.45,6.49M,0.72%
5/10/2022,76.92,77.71,77.88,76.15,6.76M,-0.32%
5/9/2022,77.17,77.42,77.64,76.34,8.48M,-0.86%
5/6/2022,77.84,78.7,78.86,77.48,10.36M,-1.17%
5/5/2022,78.76,79.11,79.11,78.53,7.75M,-0.61%
5/4/2022,79.24,79.08,79.5,78.66,8.10M,0.58%
5/3/2022,78.78,78.5,79.39,78.18,10.98M,0.92%
5/2/2022,78.06,77.17,78.22,76.94,14.71M,3.25%
4/29/2022,75.6,76.41,76.75,75.33,8.85M,-1.43%
4/28/2022,76.7,76.45,77.36,76.18,8.16M,0.79%
4/27/2022,76.1,76.82,77.28,76.06,7.32M,-1.25%
4/26/2022,77.06,77.82,78.06,77.02,10.78M,-1.27%
4/25/2022,78.05,78.21,78.46,77.41,8.67M,-0.71%
4/22/2022,78.61,78.85,79.01,78.53,3.89M,-0.37%
4/21/2022,78.9,79.03,79.11,78.69,3.62M,-0.01%
4/20/2022,78.91,79.12,79.31,78.86,3.42M,-0.15%
4/19/2022,79.03,78.91,79.35,78.81,3.46M,-0.04%
4/18/2022,79.06,78.8,79.12,78.72,6.20M,0.16%
4/14/2022,78.93,78.96,79.17,78.85,4.57M,-0.21%
4/13/2022,79.1,79.33,79.38,78.79,5.95M,-0.55%
4/12/2022,79.54,79.59,79.82,79.41,4.74M,0.08%
4/11/2022,79.48,80,80.25,79.42,4.40M,-0.76%
4/8/2022,80.09,80.05,80.45,79.91,3.15M,-0.02%
4/7/2022,80.11,80.13,80.45,79.98,3.94M,0.00%
4/6/2022,80.11,79.95,80.51,79.95,4.88M,-0.34%
4/5/2022,80.38,80.61,81.13,80.26,3.60M,-0.43%
4/4/2022,80.73,80.82,80.95,80.47,6.52M,-0.11%
4/1/2022,80.82,79.83,80.87,79.78,3.76M,0.89%
3/31/2022,80.11,80.4,80.75,79.93,7.49M,-0.31%
3/30/2022,80.36,80.51,80.66,80.31,5.13M,-0.48%
3/29/2022,80.75,80.15,80.75,80.15,5.53M,0.92%
3/28/2022,80.01,79.31,80.07,79.18,4.97M,0.52%
3/25/2022,79.6,79.67,79.97,79.5,5.38M,-0.03%
3/24/2022,79.62,79.35,79.65,78.96,3.72M,0.70%
3/23/2022,79.07,79.15,79.84,79.03,5.31M,-0.29%
3/22/2022,79.3,78.9,79.43,78.9,6.44M,0.58%
3/21/2022,78.84,78.84,79.1,78.4,7.75M,0.10%
3/18/2022,78.76,78.75,79.36,78.55,16.21M,-0.16%
3/17/2022,78.89,79.48,79.48,78.61,7.96M,-0.29%
3/16/2022,79.12,79.78,79.85,78.74,10.73M,-0.49%
3/15/2022,79.51,79.43,79.8,79.15,7.35M,-0.05%
3/14/2022,79.55,80.05,80.44,79.45,9.54M,-0.95%
3/11/2022,80.31,80.8,81.2,80.18,10.71M,-0.61%
3/10/2022,80.8,80.77,81.27,80.57,6.98M,-0.04%
3/9/2022,80.83,81.37,81.49,80.66,9.91M,-0.25%
3/8/2022,81.03,80.42,81.43,80.32,7.52M,0.60%
3/7/2022,80.55,81.18,81.5,80.4,8.55M,-1.08%
3/4/2022,81.43,81.36,81.83,81.29,7.53M,-0.09%
3/3/2022,81.5,81.55,81.65,81.09,7.02M,0.02%
3/2/2022,81.48,81.34,81.67,80.94,8.03M,0.74%
3/1/2022,80.88,81.14,81.5,80.57,8.03M,-0.76%
2/28/2022,81.5,81.05,81.57,80.89,10.27M,0.07%
2/25/2022,81.44,81.15,81.54,80.63,5.70M,0.53%
2/24/2022,81.01,80.1,81.18,80.02,10.39M,0.37%
2/23/2022,80.71,81.04,81.12,80.44,9.38M,-0.64%
2/22/2022,81.23,81.15,81.87,81.11,10.98M,0.22%
2/18/2022,81.05,81.04,81.53,80.93,7.75M,0.10%
2/17/2022,80.97,81.46,81.5,80.89,4.95M,-0.60%
2/16/2022,81.46,81.45,81.78,81.1,6.49M,-0.07%
2/15/2022,81.52,81.6,82,81.35,9.03M,0.02%
2/14/2022,81.5,81.49,81.63,81.11,7.06M,0.00%
2/11/2022,81.5,81.5,81.82,81.08,6.97M,0.06%
2/10/2022,81.45,81.12,81.94,81.08,9.06M,-0.06%
2/9/2022,81.5,80.55,81.86,80.15,11.36M,1.58%
2/8/2022,80.23,79.68,80.79,79.55,9.11M,0.92%
2/7/2022,79.5,79.79,79.98,79.32,9.06M,0.32%
2/4/2022,79.25,78.45,79.83,78.4,13.26M,0.38%
2/3/2022,78.95,79.25,79.79,78.7,19.96M,-0.38%
2/2/2022,79.25,79.08,79.7,78.93,17.39M,0.24%
2/1/2022,79.06,79.08,79.75,78.77,12.23M,0.06%
1/31/2022,79.01,78.87,79.44,77.91,11.65M,-0.16%
1/28/2022,79.14,78.8,79.14,77.76,11.20M,0.30%
1/27/2022,78.9,79.1,79.72,78.65,10.86M,0.15%
1/26/2022,78.78,79.64,79.91,78.63,10.31M,-0.43%
1/25/2022,79.12,79.75,80.59,79.01,14.40M,-1.06%
1/24/2022,79.97,80.74,81.84,79.45,24.38M,-1.70%
1/21/2022,81.35,81.91,82,81.15,17.14M,-0.50%
1/20/2022,81.76,82.29,83.04,81.65,19.00M,-0.47%
1/19/2022,82.15,82.64,83.06,81.5,30.48M,-0.19%
1/18/2022,82.31,86.76,86.9,81.45,120.27M,25.88%
1/14/2022,65.39,63.99,65.54,62.99,13.50M,1.90%
1/13/2022,64.17,64.91,65,64.01,12.79M,-0.99%
1/12/2022,64.81,65.23,65.54,63.81,13.99M,-1.58%
1/11/2022,65.85,63.09,65.99,62.93,10.73M,4.34%
1/10/2022,63.11,63.89,64.24,61.99,14.99M,-1.45%
1/7/2022,64.04,63.99,64.89,63.33,21.47M,0.34%
1/6/2022,63.82,66.16,66.26,63.71,15.07M,-3.73%
1/5/2022,66.29,67.2,67.86,66.26,14.99M,-1.35%
1/4/2022,67.2,67.84,68.01,66.93,9.46M,-0.33%
1/3/2022,67.42,66.44,67.67,65.8,13.21M,1.34%
12/31/2021,66.53,67.32,67.64,66.3,9.48M,-1.42%
12/30/2021,67.49,67.2,67.89,67.05,7.51M,0.49%
12/29/2021,67.16,66.57,67.18,66.19,9.05M,0.73%
12/28/2021,66.67,66.06,67.59,65.6,13.82M,1.86%
12/27/2021,65.45,65.24,65.74,65,10.64M,0.45%
12/23/2021,65.16,64.01,65.39,63.85,8.72M,1.65%
12/22/2021,64.1,63.26,64.12,63.14,15.09M,0.80%
12/21/2021,63.59,62.25,63.64,61.86,11.10M,2.90%
12/20/2021,61.8,61.01,62.23,60.67,8.37M,0.72%
12/17/2021,61.36,61.1,62.06,60.6,17.07M,-0.21%
12/16/2021,61.49,60.55,61.63,60.18,10.07M,2.04%
12/15/2021,60.26,59.11,60.51,58.83,7.39M,1.24%
12/14/2021,59.52,58.16,59.88,58.15,8.79M,1.40%
12/13/2021,58.7,58.6,59.45,58.02,8.65M,0.17%
12/10/2021,58.6,59.16,59.41,57.47,10.16M,-0.80%
12/9/2021,59.07,58.6,59.81,58.52,8.52M,-0.34%
12/8/2021,59.27,58.78,60.01,58.03,9.79M,0.85%
12/7/2021,58.77,58.92,59.27,58.28,11.55M,1.17%
12/6/2021,58.09,57.53,58.45,57.24,9.41M,1.27%
12/3/2021,57.36,56.98,57.44,56.4,13.29M,0.12%
12/2/2021,57.29,57.28,58.18,56.62,8.61M,0.02%
12/1/2021,57.28,59.11,59.21,57.19,11.61M,-2.25%
11/30/2021,58.6,60.01,60.43,58.44,19.29M,-2.84%
11/29/2021,60.31,60.88,60.95,59.65,7.75M,-0.51%
11/26/2021,60.62,61.28,61.68,60.18,8.31M,-0.48%
11/24/2021,60.91,61.84,61.84,60.75,9.68M,-1.39%
11/23/2021,61.77,61.85,62.92,61.33,16.57M,-0.69%
11/22/2021,62.2,60.93,62.41,59.78,16.59M,-0.29%
11/19/2021,62.38,63.75,64.09,62.17,14.49M,-0.46%
11/18/2021,62.67,63.6,64.05,60.9,24.25M,-2.38%
11/17/2021,64.2,65.53,65.64,63.5,28.77M,-2.93%
11/16/2021,66.14,70.55,72.14,65.46,38.24M,-6.09%
11/15/2021,70.43,69.32,70.68,68.14,11.63M,1.06%
11/12/2021,69.69,67.72,70.04,67.34,13.92M,3.24%
11/11/2021,67.5,67.25,67.53,66.02,13.24M,1.26%
11/10/2021,66.66,66.73,67.45,66.52,7.97M,-0.66%
11/9/2021,67.1,66.99,67.55,66.53,8.81M,0.42%
11/8/2021,66.82,68.43,68.43,66.62,12.83M,-1.49%
11/5/2021,67.83,68.57,68.78,66.92,13.72M,-0.59%
11/4/2021,68.23,67.47,68.74,66.65,16.20M,2.22%
11/3/2021,66.75,66.25,67.19,64.55,43.75M,-14.06%
11/2/2021,77.67,79.29,79.37,77.04,10.37M,-2.12%
11/1/2021,79.35,78.94,80.01,78.54,7.57M,1.48%
10/29/2021,78.19,78.93,79.37,77.73,8.37M,-0.87%
10/28/2021,78.88,78.6,78.96,76.65,10.84M,0.29%
10/27/2021,78.65,80.22,80.34,78.55,6.26M,-2.61%
10/26/2021,80.76,81.81,82.34,80.42,6.42M,-0.53%
10/25/2021,81.19,79.43,81.51,79.39,8.35M,2.42%
10/22/2021,79.27,78.62,80.92,78.62,6.96M,0.72%
10/21/2021,78.7,77.72,78.74,76.72,5.90M,0.79%
10/20/2021,78.08,77.52,78.08,77.08,4.54M,1.17%
10/19/2021,77.18,76.77,77.2,75.95,4.24M,1.02%
10/18/2021,76.4,76.14,76.72,75.24,5.42M,0.00%
10/15/2021,76.4,76.5,77.07,76.19,6.47M,0.38%
10/14/2021,76.11,75.94,77.16,75.57,5.47M,1.14%
10/13/2021,75.25,75.34,76.1,75.02,6.60M,0.44%
10/12/2021,74.92,76.45,76.54,74.59,6.64M,-1.83%
10/11/2021,76.32,77.74,77.76,76.26,6.33M,-1.66%
10/8/2021,77.61,77.76,78.36,77.25,8.89M,0.32%
10/7/2021,77.36,77.27,78.5,76.77,8.53M,0.09%
10/6/2021,77.29,75.93,78.03,75.69,9.48M,0.64%
10/5/2021,76.8,77.25,77.65,76.23,9.77M,-0.49%
10/4/2021,77.18,78.19,78.32,76.86,5.96M,-1.72%
10/1/2021,78.53,78.06,79.04,77.2,5.86M,1.47%
9/30/2021,77.39,77.56,78.41,77,7.54M,0.01%
9/29/2021,77.38,76.53,78.93,76.5,9.70M,1.38%
9/28/2021,76.33,74.66,77.08,74.66,11.16M,1.66%
9/27/2021,75.08,75.03,75.95,73.69,6.52M,-0.24%
9/24/2021,75.26,74.5,75.59,74.11,7.43M,0.79%
9/23/2021,74.67,73.13,75.47,72.71,9.31M,2.55%
9/22/2021,72.81,73.19,74.03,72.2,10.30M,-0.30%
9/21/2021,73.03,76.61,76.64,72.94,14.21M,-4.13%
9/20/2021,76.18,78.64,78.82,74.87,12.23M,-4.25%
9/17/2021,79.56,79.42,80.5,78,11.01M,0.35%
9/16/2021,79.28,78.32,79.6,78.04,9.38M,1.32%
9/15/2021,78.25,77.73,78.77,77.1,5.53M,0.53%
9/14/2021,77.84,78.78,78.89,77.66,6.24M,-0.88%
9/13/2021,78.53,80.12,80.76,78.15,7.34M,-1.39%
9/10/2021,79.64,78.16,80.84,77.34,12.10M,2.04%
9/9/2021,78.05,78.81,79.41,77.13,11.33M,-2.79%
9/8/2021,80.29,78.47,80.32,78.27,8.23M,2.32%
9/7/2021,78.47,81.4,81.42,77.89,15.54M,-3.34%
9/3/2021,81.18,81.21,81.65,80.78,5.61M,-0.16%
9/2/2021,81.31,82.75,82.85,81.14,8.43M,-1.20%
9/1/2021,82.3,82.73,83.38,82,6.23M,-0.08%
8/31/2021,82.37,81.48,83.38,81.2,9.48M,1.54%
8/30/2021,81.12,81.5,81.56,79.92,8.41M,-1.59%
8/27/2021,82.43,81.45,82.66,81.3,6.00M,1.45%
8/26/2021,81.25,81.59,82.49,81.19,7.36M,0.54%
8/25/2021,80.81,82.12,82.12,80,10.41M,-1.20%
8/24/2021,81.79,82.75,82.81,81.19,11.80M,-0.52%
8/23/2021,82.22,82.93,83.49,81.89,8.67M,-0.50%
8/20/2021,82.63,82.87,83.67,82.22,7.37M,-0.65%
8/19/2021,83.17,82.21,84.54,82.19,5.45M,0.41%
8/18/2021,82.83,83.6,84.14,82.77,4.56M,-0.65%
8/17/2021,83.37,83.05,84.39,82.47,4.78M,-0.57%
8/16/2021,83.85,83.5,84.03,83.05,4.32M,0.00%
8/13/2021,83.85,86.3,86.39,83.45,5.37M,-1.55%
8/12/2021,85.17,85.11,85.47,83.17,7.35M,0.20%
8/11/2021,85,83.51,86.23,83.07,13.39M,2.42%
8/10/2021,82.99,81.75,83.36,81.27,7.77M,1.94%
8/9/2021,81.41,81.86,82.39,81.24,6.08M,-1.24%
8/6/2021,82.43,79.9,82.5,79.9,9.69M,2.63%
8/5/2021,80.32,81.56,82.04,79.35,9.87M,-1.47%
8/4/2021,81.52,83.51,83.9,80.45,19.76M,2.12%
8/3/2021,79.83,80.99,81.45,77.81,17.33M,-3.54%
8/2/2021,82.76,84.03,84.17,82.54,6.22M,-1.03%
7/30/2021,83.62,83.15,84.65,82.85,7.06M,0.06%
7/29/2021,83.57,84.87,85.22,83.5,10.84M,-1.47%
7/28/2021,84.82,84.89,87.3,84.72,13.16M,0.92%
7/27/2021,84.05,89.94,89.94,81.56,23.14M,-6.76%
7/26/2021,90.14,91.03,91.4,89.99,4.59M,-1.49%
7/23/2021,91.5,90.66,91.73,90.02,3.89M,1.14%
7/22/2021,90.47,90.39,90.68,89.56,5.16M,-0.77%
7/21/2021,91.17,91.78,91.92,90.4,5.73M,-0.37%
7/20/2021,91.51,90.62,91.71,89.56,6.63M,1.34%
7/19/2021,90.3,91.75,92.25,89.89,7.74M,-1.63%
7/16/2021,91.8,90.87,92.39,90.84,7.41M,1.24%
7/15/2021,90.68,92.37,92.6,90.6,8.75M,-1.78%
7/14/2021,92.32,93.54,93.77,92.1,4.96M,-1.00%
7/13/2021,93.25,93.5,93.86,92.87,5.48M,0.37%
7/12/2021,92.91,93.33,93.42,92.43,4.05M,0.57%
7/9/2021,92.38,91.88,92.6,91.46,3.59M,0.22%
7/8/2021,92.18,92.4,93.05,91.75,6.13M,-1.21%
7/7/2021,93.31,95.26,95.27,93.14,3.44M,-1.15%
7/6/2021,94.4,94.47,95.2,93.68,3.83M,0.14%
7/2/2021,94.27,94.75,95.04,93.58,3.10M,0.39%
7/1/2021,93.9,95.07,95.4,93.22,5.06M,-1.61%
6/30/2021,95.44,95.72,95.99,95.14,4.37M,-0.18%
6/29/2021,95.61,95.42,95.91,94.07,4.16M,0.22%
6/28/2021,95.4,92.79,96.15,92.6,7.03M,3.40%
6/25/2021,92.26,92.64,93.74,92.17,8.94M,-0.27%
6/24/2021,92.51,91.86,93.07,91.55,5.64M,1.89%
6/23/2021,90.79,91.87,91.98,90.23,6.45M,-1.19%
6/22/2021,91.88,91.95,92.1,91.18,4.65M,0.07%
6/21/2021,91.82,91.88,92.76,90.86,4.66M,0.36%
6/18/2021,91.49,93.12,93.37,91.05,8.51M,-1.82%
6/17/2021,93.19,93.63,94.46,92.67,5.09M,-0.92%
6/16/2021,94.06,95.75,95.95,92.78,7.44M,-1.99%
6/15/2021,95.97,98.86,98.99,95.38,6.15M,-3.24%
6/14/2021,99.18,98.39,99.46,97.61,5.73M,1.05%
6/11/2021,98.15,97.8,98.36,97.36,4.11M,0.47%
6/10/2021,97.69,96.28,97.88,96.09,4.41M,1.20%
6/9/2021,96.53,97.35,97.93,96.38,3.61M,-0.28%
6/8/2021,96.8,97.45,97.61,96.59,2.60M,-0.33%
6/7/2021,97.12,96.89,97.29,96.28,2.66M,0.29%
6/4/2021,96.84,95.14,97.32,95.14,2.99M,1.96%
6/3/2021,94.98,94.5,95.71,94.07,3.81M,-0.43%
6/2/2021,95.39,96.33,96.65,94.98,3.28M,-1.10%
6/1/2021,96.45,97.26,97.6,96.13,3.50M,-0.82%
5/28/2021,97.25,97.44,98.08,97.17,3.09M,0.00%
5/27/2021,97.25,97,97.57,96.59,7.74M,-0.05%
5/26/2021,97.3,97.12,98.48,96.81,3.88M,0.76%
5/25/2021,96.57,96.87,97.37,96.27,3.28M,0.07%
5/24/2021,96.5,95.93,96.77,95.82,3.20M,1.18%
5/21/2021,95.37,96.97,97.07,95.25,5.43M,-1.24%
5/20/2021,96.57,94.64,97.23,94.58,6.74M,2.45%
5/19/2021,94.26,92.27,94.42,92.2,4.21M,0.64%
5/18/2021,93.66,92.55,95.35,92.25,6.26M,1.47%
5/17/2021,92.3,92.68,93.08,91.53,5.18M,-1.12%
5/14/2021,93.35,94.4,94.4,93.06,3.66M,-0.07%
5/13/2021,93.42,93.47,94.04,92.82,4.74M,0.82%
5/12/2021,92.66,94.28,94.8,92.26,6.18M,-2.81%
5/11/2021,95.34,93.66,95.77,92.94,6.53M,2.33%
5/10/2021,93.17,95.06,95.74,93.14,6.07M,-1.72%
5/7/2021,94.8,93.43,95.12,93.04,6.51M,1.90%
5/6/2021,93.03,90,93.52,89.64,8.02M,3.27%
5/5/2021,90.08,93.6,94.77,90,13.08M,1.57%
5/4/2021,88.69,90.84,90.97,87.44,15.15M,-2.70%
5/3/2021,91.15,91.7,92.02,90.79,6.64M,-0.04%
4/30/2021,91.19,91.36,91.99,90.89,6.61M,-0.98%
4/29/2021,92.09,91.67,92.16,91.08,4.80M,0.92%
4/28/2021,91.25,92.29,92.3,91,6.69M,-0.38%
4/27/2021,91.6,94.51,94.86,91.26,8.92M,-2.80%
4/26/2021,94.24,92.62,94.39,92.51,5.06M,1.31%
